model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,_merge
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No,both
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No,both
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No,both
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3.0,No,both
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No,both
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3.0,No,both
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,SUV,6.0,15.0,22.0,17.0,4,no,,,,,,,,,,,,,,left_only
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,SUV,6.0,14.0,22.0,17.0,4,no,,,,,,,,,,,,,,left_only
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,SUV,6.0,13.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,SUV,6.0,13.0,20.0,15.0,3,no,,,,,,,,,,,,,,left_only
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,,,,,,,,,,,,,,left_only
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,,,,,,,,,,,,,,left_only
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,midsize car,6.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,midsize car,6.0,14.0,21.0,16.0,4,no,,,,,,,,,,,,,,left_only
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,midsize car,6.0,15.0,24.0,18.0,5,no,,,,,,,,,,,,,,left_only
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,small car,6.0,14.0,21.0,16.0,4,no,,,,,,,,,,,,,,left_only
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,,,,,,,,,,,,,,left_only
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,28.0,22.0,6,yes,,,,,,,,,,,,,,left_only
CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,midsize car,6.0,21.0,31.0,25.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,9.5,22.0,31.0,26.0,8,yes,,,,,,,,,,,,,,left_only
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,9.5,24.0,33.0,27.0,8,yes,,,,,,,,,,,,,,left_only
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,26.0,8,yes,,,,,,,,,,,,,,left_only
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,6.0,24.0,33.0,27.0,8,yes,,,,,,,,,,,,,,left_only
CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,25.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,small car,6.0,22.0,32.0,26.0,8,yes,,,,,,,,,,,,,,left_only
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,15.0,22.0,18.0,3.0,No,both
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3.0,No,both
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,13.0,23.0,16.0,2.0,No,both
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,15.0,25.0,18.0,3.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No,both
CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,,,,,,,,,,,,,,left_only
CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,,,,,,,,,,,,,,left_only
CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,30.0,24.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7.0,21.0,30.0,24.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7.0,22.0,30.0,25.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,28.0,23.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,29.0,23.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,22.0,28.0,24.0,7,yes,,,,,,,,,,,,,,left_only
CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,SUV,6.0,19.0,28.0,22.0,6,no,,,,,,,,,,,,,,left_only
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5.0,No,both
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4.0,No,both
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5.0,14.0,20.0,16.0,4.0,No,both
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5.0,18.0,28.0,22.0,4.0,No,both
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5.0,No,both
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4.0,No,both
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5.0,14.0,20.0,16.0,4.0,No,both
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5.0,18.0,28.0,22.0,4.0,No,both
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes,both
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes,both
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes,both
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No,both
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes,both
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes,both
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes,both
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No,both
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes,both
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes,both
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes,both
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No,both
CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,24.0,32.0,27.0,8,yes,,,,,,,,,,,,,,left_only
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5.0,12.0,16.0,14.0,4.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5.0,12.0,15.0,13.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5.0,18.0,24.0,20.0,4.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5.0,17.0,22.0,19.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3.0,16.0,23.0,19.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No,both
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
